STATEFP,SCSDLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,ELSDLEA,UNSDLEA,NPR_AllDistricts_3.24.16_NCES_ID_ORIG,NPR_AllDistricts_3.24.16_District Name,NPR_AllDistricts_3.24.16_State Name,NPR_AllDistricts_3.24.16_City Name,NPR_AllDistricts_3.24.16_ENROLLMENT (Number of students enrolled in district):2013,NPR_AllDistricts_3.24.16_Raw per-pupil expenditures for district:2013,"NPR_AllDistricts_3.24.16_Per-pupil expenditures for district, adjusted by regional cost differences:2013",NPR_AllDistricts_3.24.16_color_bin_orig,NPR_AllDistricts_3.24.16_color_bin
29,,2929340,Stanberry R-II School District,00,PK,12,G5420,,E,400876853,18254,+40.2510498,-094.5287185,,29340,2929340,GENTRY COUNTY SCHOOL DIST. R-2,MO,STANBERRY,343,10597.667638484,12750.4258545815,,bin4
29,,2906450,Cainsville R-I School District,00,PK,12,G5420,,E,176138919,505448,+40.4607141,-093.8026607,,06450,2906450,CAINSVILLE SCH DIST R 1,MO,CAINSVILLE,105,12685.7142857143,15262.6280545956,,bin4
29,,2908430,Chadwick R-I School District,00,KG,12,G5420,,E,357779471,45802,+36.8779264,-093.0284094,,08430,2908430,CHADWICK SCH DIST R 1,MO,CHADWICK,206,9888.34951456311,10954.4037522036,,bin2
29,,2921000,Miller R-II School District,00,PK,12,G5420,,E,508209084,1845080,+37.2118278,-093.8646769,,21000,2921000,MILLER SCH DIST R 2,MO,MILLER,572,7826.92307692308,9363.32814038793,,bin2
29,,2921480,Mound City R-II School District,00,PK,12,G5420,,E,312550156,2060915,+40.1491653,-095.2333009,,21480,2921480,HOLT COUNTY SCHOOL DISTRICT R-2,MO,MOUND CITY,271,10044.2804428044,12084.6262986713,,bin3
29,,2912630,Galena R-II School District,00,PK,12,G5420,,E,310467386,3318805,+36.8236664,-093.4757679,,12630,2912630,GALENA SCH DIST R 2,MO,GALENA,550,9296.36363636364,11121.2161387259,,bin3
29,,2908170,Cassville R-IV School District,00,PK,12,G5420,,E,712144528,27783463,+36.6389190,-093.7541955,,08170,2908170,CASSVILLE SCH DIST R-4,MO,CASSVILLE,1846,7883.53196099675,9431.04920421259,,bin2
29,,2926160,Reeds Spring R-IV School District,00,PK,12,G5420,,E,395093163,52875495,+36.6982450,-093.4340479,,26160,2926160,REEDS SPRING SCH DIST R-4,MO,REEDS SPRING,1979,9183.42597271349,10986.1090993731,,bin2
29,,2930810,Verona R-VII School District,00,KG,12,G5420,,E,149651400,259161,+36.9636450,-093.8130821,,30810,2930810,VERONA SCH DIST R 7,MO,VERONA,414,8442.02898550725,10099.1777720454,,bin2
29,,2920550,Maysville R-I School District,00,PK,12,G5420,,E,626290055,5342193,+39.9028405,-094.4040681,,20550,2920550,MAYSVILLE SCH DIST R-1,MO,MAYSVILLE,569,8829.52548330404,8929.68618510507,,bin2
29,,2927570,Savannah R-III School District,00,PK,12,G5420,,E,523762715,5701191,+39.9265546,-094.7996339,,27570,2927570,SAVANNAH SCH DIST R 3,MO,SAVANNAH,2264,8349.3816254417,8444.09565336881,,bin2
29,,2911450,Eminence R-I School District,00,PK,12,G5420,,E,876710351,208117,+37.2251638,-091.3608236,,11450,2911450,EMINENCE SCH DIST R 1,MO,EMINENCE,258,10596.8992248062,13440.1531044597,,bin4
29,,2931460,Weaubleau R-III School District,00,PK,12,G5420,,E,493708061,3551661,+37.9083641,-093.5867080,,31460,2931460,WEAUBLEAU SCH DIST R 3,MO,WEAUBLEAU,339,8802.3598820059,11310.8004743509,,bin3
29,,2932110,Henry County R-I School District,00,PK,12,G5420,,E,404459800,4462242,+38.5362034,-093.5343975,,32110,2932110,HENRY COUNTY SCHOOL DISTRICT R-1,MO,WINDSOR,714,7518.20728291316,9660.69822658337,,bin2
29,,2909810,Climax Springs R-IV School District,00,PK,12,G5420,,E,316409129,20137183,+38.1268125,-093.0299143,,09810,2909810,CLIMAX SPRINGS SCHOOL DIST R4,MO,CLIMAX SPRINGS,234,13568.3760683761,16236.7390017076,,bin5
29,,2909900,Cole Camp R-I School District,00,KG,12,G5420,,E,638612736,8930230,+38.4395461,-093.1887875,,09900,2909900,COLE CAMP SCH DIST R-1,MO,COLE CAMP,750,7428,9544.78424532819,,bin2
29,,2918670,Lincoln R-II School District,00,KG,12,G5420,,E,375136937,10261237,+38.3834148,-093.3838028,,18670,2918670,LINCOLN SCH DIST R 2,MO,LINCOLN,525,7840,10074.1933876377,,bin2
29,,2923270,Osceola School District,00,PK,12,G5420,,E,404942742,20022797,+38.0402383,-093.6262339,,23270,2923270,OSCEOLA SCH DIST,MO,OSCEOLA,478,8562.76150627615,11002.9228758222,,bin2
29,,2929610,Morgan County R-I School District,00,PK,12,G5420,,E,667345941,14636123,+38.3936672,-092.9808973,,29610,2929610,MORGAN COUNTY SCHOOL DIST R 1,MO,STOVER,644,8226.70807453416,9844.57618040052,,bin2
29,,2920610,McDonald County R-I School District,00,PK,12,G5420,,E,1109983954,410311,+36.6195504,-094.3609553,,20610,2920610,MCDONALD CO SCH DIST R1,MO,ANDERSON,3788,7957.76135163675,7641.25397524304,,bin1
29,,2930420,East Newton County R-VI School District,00,KG,12,G5420,,E,533610796,1512913,+36.8554320,-094.2011864,,30420,2930420,EAST NEWTON SCH DIST R-6,MO,GRANBY,1420,8758.45070422535,10087.2189546611,,bin2
29,,2921810,Neosho R-V School District,00,PK,12,G5420,,E,574686289,918206,+36.8342420,-094.4095148,,21810,2921810,NEOSHO SCH DIST R-5,MO,NEOSHO,4617,7365.82196231319,8483.31073885699,,bin2
29,,2930900,West Nodaway County R-I School District,00,PK,12,G5420,,E,532609239,949947,+40.4592205,-095.0694590,,30900,2930900,WEST NODAWAY COUNTY SCHOOL DIST R-1,MO,BURLINGTON JCT,261,9440.61302681992,11358.3328451583,,bin3
29,,2905760,Branson R-IV School District,00,PK,12,G5420,,E,283503576,5772398,+36.7155321,-093.2250229,,05760,2905760,BRANSON SCH DIST R 4,MO,BRANSON,4581,8295.13206723423,9923.44536288739,,bin2
29,,2913290,Green Ridge R-VIII School District,00,KG,12,G5420,,E,274798622,1246352,+38.6180846,-093.3836687,,13290,2913290,GREEN RIDGE SCHOOL DISTRICT R-8,MO,GREEN RIDGE,421,7631.82897862233,9442.221228077,,bin2
29,,2916830,Knob Noster R-VIII School District,00,PK,12,G5420,,E,302204546,1419337,+38.7927078,-093.5753533,,16830,2916830,KNOB NOSTER SCH DIST R 8,MO,KNOB NOSTER,1560,8869.87179487179,10973.9476587404,,bin2
29,,2927830,Sedalia 200 School District,00,PK,12,G5420,,E,218807796,2138485,+38.6868032,-093.2342602,,27830,2927830,SEDALIA SCH DIST 200,MO,SEDALIA,4793,7466.72230335907,9237.94860110451,,bin2
29,,2921880,Macon County R-IV School District,00,KG,12,G5420,,E,410289852,1788093,+39.8633269,-092.7703344,,21880,2921880,MACON CO SCH DIST R-4,MO,NEW CAMBRIA,103,14883.4951456311,18241.5766806415,,bin5
29,,2920810,Mexico 59 School District,00,PK,12,G5420,,E,581561941,6142369,+39.2113329,-091.8772718,,20810,2920810,MEXICO SCH DIST 59,MO,MEXICO,2516,8079.49125596184,9319.90213468701,,bin2
29,,2929700,Sturgeon R-V School District,00,KG,12,G5420,,E,255188417,738496,+39.2487705,-092.3087097,,29700,2929700,STURGEON SCHOOL DIST R-5,MO,STURGEON,472,9004.23728813559,9555.45749378113,,bin2
29,,2929280,St. Louis City School District,00,PK,12,G5420,,E,160458041,10670040,+38.6356988,-090.2445816,,29280,2929280,ST LOUIS CITY BD OF EDUCATION,MO,ST LOUIS,32364,10654.7707329131,9825.56235610074,,bin2
29,,2922920,Northwestern R-I School District,00,PK,12,G5420,,E,497679460,18389791,+39.5894294,-093.1619480,,22920,2922920,NORTHWESTERN SCH DIST R1,MO,MENDON,193,10222.7979274611,12647.8095711259,,bin4
29,,2906030,Brunswick R-II School District,00,PK,12,G5420,,E,304091808,11658443,+39.4171277,-093.1075442,,06030,2906030,BRUNSWICK SCH DIST R 2,MO,BRUNSWICK,307,9048.85993485342,11195.3946565233,,bin3
29,,2916530,Keytesville R-III School District,00,PK,12,G5420,,E,340546670,3825247,+39.4752111,-092.9334326,,16530,2916530,KEYTESVILLE SCH DIST R-3,MO,KEYTESVILLE,156,12365.3846153846,15298.652188849,,bin4
29,,2904980,Bevier C-4 School District,00,KG,12,G5420,,E,148214586,3020900,+39.7523608,-092.5689102,,04980,2904980,BEVIER SCH DIST C 4,MO,BEVIER,203,10182.2660098522,12479.6349502578,,bin4
29,,2906090,Bucklin R-II School District,00,KG,12,G5420,,E,333237578,1577894,+39.8841197,-092.8887897,,06090,2906090,BUCKLIN SCH DIST R 2,MO,BUCKLIN,154,12720.7792207792,15590.8990007277,,bin5
29,,2928110,Shelby County R-IV School District,00,PK,12,G5420,,E,760827978,2502070,+39.6978712,-092.1055411,,28110,2928110,SHELBY COUNTY SCHOOL DIST. R-4,MO,SHELBINA,797,8457.96737766625,10366.2922567857,,bin2
29,,2927930,Seymour R-II School District,00,PK,12,G5420,,E,311192365,357105,+37.1582384,-092.7655113,,27930,2927930,SEYMOUR SCH DIST R-2,MO,SEYMOUR,835,8779.64071856287,9726.16603901202,,bin2
29,,2904170,Ballard R-II School District,00,KG,12,G5420,,E,250793098,819019,+38.3533904,-094.1374177,,04170,2904170,BALLARD SCH DIST R 2,MO,BUTLER,161,10130.4347826087,9484.69171528075,,bin2
29,,2906360,Butler R-V School District,00,PK,12,G5420,,E,460533971,3900383,+38.2483026,-094.3370772,,06360,2906360,BUTLER SCH DIST R 5,MO,BUTLER,1058,7957.46691871456,7450.23507659532,,bin1
29,,2913650,Hannibal 60 School District,00,PK,12,G5420,,E,250437062,12539911,+39.6739729,-091.3652220,,13650,2913650,HANNIBAL SCH DIST 60,MO,HANNIBAL,3677,8215.12102257275,9822.20755210712,,bin2
29,,2925110,Pierce City R-VI School District,00,PK,12,G5420,,E,318310313,607498,+36.9726544,-094.0288276,,25110,2925110,PIERCE CITY SCH DIST R 6,MO,PIERCE CITY,689,8394.77503628447,10042.6479929542,,bin2
29,,2911670,Exeter R-VI School District,00,KG,12,G5420,,E,99133356,196409,+36.6771723,-093.9706050,,11670,2911670,EXETER SCH DIST R 6,MO,EXETER,345,8066.66666666667,9650.13278612955,,bin2
29,,2928710,Southwest R-V School District,00,PK,12,G5420,,E,366658199,293161,+36.5656406,-094.0010156,,28710,2928710,SOUTHWEST SCH DIST R 5,MO,WASHBURN,853,7397.42086752638,8849.51574130353,,bin2
29,,2921120,Monett R-I School District,00,PK,12,G5420,,E,180256165,387769,+36.9305215,-093.8952248,,21120,2921120,MONETT SCH DIST R-1,MO,MONETT,2398,8284.82068390325,9911.10988127343,,bin2
29,,2925620,Purdy R-II School District,00,PK,12,G5420,,E,193724830,169334,+36.8202093,-093.8897950,,25620,2925620,PURDY SCH DIST R-2,MO,PURDY,646,8195.04643962848,9803.71318151814,,bin2
29,,2930870,Maries County R-I School District,00,KG,12,G5420,,E,841282488,5625392,+38.1700124,-091.9852415,,30870,2930870,MARIES COUNTY SCHOOL DIST. R-1,MO,VIENNA,539,7499.07235621521,8545.25001935759,,bin2
29,,2910350,Crocker R-II School District,00,PK,12,G5420,,E,225395534,798015,+37.9574517,-092.2670904,,10350,2910350,CROCKER SCHOOL DISTRICT R-2,MO,CROCKER,546,8119.04761904762,9715.74317137049,,bin2
29,,2917880,Laquey R-V School District,00,PK,12,G5420,,E,224551698,993421,+37.7557188,-092.3070446,,17880,2917880,LAQUEY SCH DIST R 5,MO,LAQUEY,698,8008.59598853868,9583.5700735842,,bin2
29,,2907080,Canton R-V School District,00,PK,12,G5420,,E,351957170,6792491,+40.1997283,-091.6520394,,07080,2907080,CANTON SCHOOL DISTRICT R-V,MO,CANTON,534,8767.79026217229,10746.0187827015,,bin2
29,,2906170,Bunker R-III School District,00,KG,12,G5420,,E,770812608,1566052,+37.4346786,-091.2168978,,06170,2906170,BUNKER SCH DIST R 3,MO,BUNKER,266,11778.1954887218,13848.796451181,,bin4
29,,2927090,Salem R-80 School District,00,PK,12,G5420,,E,275107007,604468,+37.6396289,-091.3742536,,27090,2927090,SALEM SCH DIST R 80,MO,SALEM,1107,9808.49141824752,11176.8506156874,,bin3
29,,2929810,Summersville R-II School District,00,PK,12,G5420,,E,921850150,306243,+37.2133105,-091.6620205,,29810,2929810,SUMMERSVILLE SCHOOL DIST R 2,MO,SUMMERSVILLE,418,8521.53110047847,10807.9429883358,,bin2
29,,2916380,Clark County R-I School District,00,PK,12,G5420,,E,1113176878,17530652,+40.3977548,-091.7143269,,16380,2916380,CLARK CO SCH DIST R-1,MO,KAHOKA,1003,8552.34297108674,10481.9612987222,,bin2
29,,2923490,Palmyra R-I School District,00,PK,12,G5420,,E,497089739,11187943,+39.8155096,-091.5403548,,23490,2923490,PALMYRA SCH DIST R 1,MO,PALMYRA,1206,8126.03648424544,9715.695813238,,bin2
29,,2912690,Grundy County R-V School District,00,PK,12,G5420,,E,376074544,2312300,+40.1412634,-093.3858432,,12690,2912690,GRUNDY CO SCH DIST R-5,MO,GALT,172,13191.8604651163,15871.5902859274,,bin5
29,,2925640,Putnam County R-I School District,00,PK,12,G5420,,E,1308387516,5900143,+40.4813202,-093.0145633,,25640,2925640,PUTNAM CO SCH DIST R-1,MO,UNIONVILLE,722,9193.90581717452,11268.2764577523,,bin3
29,,2920940,Milan C-2 School District,00,PK,12,G5420,,E,684139542,4555917,+40.2171194,-093.1437203,,20940,2920940,MILAN SCH DIST C 2,MO,MILAN,672,9191.96428571429,11265.896869177,,bin3
29,,2922770,North Harrison R-III School District,00,PK,12,G5420,,E,494438981,2777434,+40.5054950,-094.0261951,,22770,2922770,NORTH HARRISON SCHOOL DISTRICT R-3,MO,EAGLEVILLE,250,9328,11222.8441605053,,bin3
29,,2917970,Lathrop R-II School District,00,PK,12,G5420,,E,290887336,695783,+39.5643936,-094.2866532,,17970,2917970,LATHROP SCH DIST R-2,MO,LATHROP,972,8507.20164609053,7964.92813037187,,bin2
29,,2923250,Osborn R-O School District,00,KG,12,G5420,,E,140362544,1704134,+39.7569727,-094.3668237,,23250,2923250,OSBORN SCH DIST R-O,MO,OSBORN,134,11977.6119402985,12113.4840231312,,bin3
29,,2905910,Bronaugh R-VII School District,00,PK,12,G5420,,E,323223152,2212585,+37.7148262,-094.4817506,,05910,2905910,BRONAUGH SCH DIST R 7,MO,BRONAUGH,215,9651.16279069767,12401.4898429926,,bin4
29,,2918510,Liberal R-II School District,00,KG,12,G5420,,E,645792546,5308789,+37.5252891,-094.5057903,,18510,2918510,LIBERAL SCH DIST R-2,MO,LIBERAL,480,8364.58333333333,10748.2691463025,,bin2
29,,2927870,Senath-Hornersville C-8 School District,00,PK,12,G5420,,E,540395727,8005078,+36.1054164,-090.0977884,,27870,2927870,SENATH -HORNERSVILLE SCH DIST C 8,MO,SENATH,896,7202.00892857143,8243.73433500384,,bin2
29,,2928620,Southland School District,00,PK,12,G5420,,E,144092789,1085862,+36.0372917,-090.2750649,,28620,2928620,SOUTHLAND CONS SCHOOL DIST C-9,MO,CARDWELL,350,8548.57142857143,9785.06865235527,,bin2
29,,2909860,Clinton School District,00,PK,12,G5420,,E,401611911,31724507,+38.3926601,-093.7840214,,09860,2909860,CLINTON SCHOOL DISTRICT,MO,CLINTON,1753,8604.10724472333,11056.051060117,,bin2
29,,2912240,Forsyth R-III School District,00,PK,12,G5420,,E,338889411,20221782,+36.6217480,-093.0552706,,12240,2912240,FORSYTH SCH DIST R 3,MO,FORSYTH,1147,8368.78814298169,10011.5599386892,,bin2
29,,2931680,West Plains R-VII School District,00,PK,12,G5420,,E,336513273,320915,+36.6074093,-091.9944366,,31680,2931680,WEST PLAINS SCH DIST R 7,MO,WEST PLAINS,2086,10790.987535954,13686.3172475994,,bin4
29,,2910800,Diamond R-IV School District,00,KG,12,G5420,,E,210863359,613572,+37.0209641,-094.3522765,,10800,2910800,DIAMOND SCH DIST R 4,MO,DIAMOND,893,8180.29115341545,9421.34525431195,,bin2
29,,2931500,Webb City R-VII School District,00,PK,12,G5420,,E,151045793,246968,+37.1741017,-094.4426142,,31500,2931500,WEBB CITY SCH DIST 7,MO,WEBB CITY,4303,7204.97327445968,8298.05926142782,,bin2
29,,2927540,Sarcoxie R-II School District,00,KG,12,G5420,,E,248784766,1851499,+37.0769094,-094.1237424,,27540,2927540,SARCOXIE SCH DIST R 2,MO,SARCOXIE,791,8249.05183312263,9500.53780275468,,bin2
29,,2907460,Carthage R-IX School District,00,PK,12,G5420,,E,324238567,1188431,+37.1632099,-094.3086709,,07460,2907460,CARTHAGE SCH DIST R9,MO,CARTHAGE,4534,7751.65416850463,8927.67859283548,,bin2
29,,2916350,Joplin School District,00,PK,12,G5420,,E,180325247,931570,+37.0631676,-094.5042859,,16350,2916350,JOPLIN SCH DIST R 8,MO,JOPLIN,7662,8544.11380840512,9840.36442853375,,bin2
29,,2922830,North Platte County R-I School District,00,PK,12,G5420,,E,290128130,1691510,+39.4739520,-094.7322134,,22830,2922830,NORTH PLATTE SCH DIST R-1,MO,DEARBORN,602,10784.0531561462,10096.6465726467,,bin2
29,,2931710,West Platte County R-II School District,00,KG,12,G5420,,E,341495985,8741467,+39.4399236,-094.9173764,,31710,2931710,WEST PLATTE SCH DIST R-2,MO,WESTON,626,11905.750798722,11146.8439793615,,bin3
29,,2910520,Lakeland R-III School District,00,PK,12,G5420,,E,445483706,46130762,+38.1777354,-093.7100905,,10520,2910520,LAKELAND SCH DIST R-3,MO,DEEPWATER,421,8760.09501187648,11256.4912300669,,bin3
29,,2931070,Warsaw R-IX School District,00,PK,12,G5420,,E,826550569,111770910,+38.1945677,-093.3212983,,31070,2931070,WARSAW SCH DIST R 9,MO,WARSAW,1359,8132.45033112583,10449.9843560102,,bin2
29,,2908730,Chilhowee R-IV School District,00,KG,12,G5420,,E,153126485,318697,+38.6126895,-093.8457845,,08730,2908730,CHILHOWEE SCH DIST R 4,MO,CHILHOWEE,164,11170.7317073171,13820.6084485691,,bin4
29,,2909930,Blair Oaks R-II School District,00,KG,12,G5420,,E,181876397,5426494,+38.3794864,-092.1940557,,09930,2909930,COLE COUNTY SCHOOL DISTRICT R-2,MO,JEFFERSON CITY,1122,7566.8449197861,8728.5513266348,,bin2
29,,2911550,Cole County R-V School District,00,KG,12,G5420,,E,368257036,3221034,+38.3810875,-092.3316569,,11550,2911550,COLE COUNTY SCHOOL DISTRICT R-5,MO,EUGENE,670,7849.25373134328,9054.31719509144,,bin2
29,,2916190,Jefferson City Public Schools,00,PK,12,G5420,,E,557476747,18425268,+38.5944158,-092.1801912,,16190,2916190,JEFFERSON CITY SCH DIST,MO,JEFFERSON CITY,9126,8790.92702169625,10140.5616912981,,bin2
29,,2928430,South Callaway County R-II School District,00,PK,12,G5420,,E,498481026,9610141,+38.7552188,-091.8221010,,28430,2928430,SOUTH CALLAWAY SCHOOL DIST R-2,MO,MOKANE,835,10935.3293413174,12614.1852305918,,bin4
29,,2921330,Montgomery County R-II School District,00,PK,12,G5420,,E,822038617,6094013,+38.9442685,-091.4524860,,21330,2921330,MONTGOMERY CO SCH DIST R2,MO,MONTGOMERY CITY,1316,8529.63525835866,10198.2487684804,,bin2
29,,2912550,Fulton 58 School District,00,PK,12,G5420,,E,306886208,4538905,+38.8601538,-092.0067023,,12550,2912550,FULTON SCH DIST 58,MO,FULTON,2241,7681.3922356091,8860.68461813056,,bin2
29,,2919170,Logan-Rogersville R-VIII School District,00,PK,12,G5420,,E,317572178,772959,+37.1292648,-093.0789321,,19170,2919170,GREENE COUNTY SCHOOL DISTRICT R-8,MO,ROGERSVILLE,2262,7445.18125552608,8247.83967852842,,bin2
29,,2926220,Republic R-III School District,00,PK,12,G5420,,E,259789954,205479,+37.1438738,-093.4846925,,26220,2926220,REPUBLIC SCH DIST R 3,MO,REPUBLIC,4703,7621.09291941314,8442.71622370947,,bin2
29,,2930990,Walnut Grove R-V School District,00,KG,12,G5420,,E,137669549,76980,+37.4061692,-093.5463783,,30990,2930990,WALNUT GROVE SCH DIST R-5,MO,WALNUT GROVE,288,8090.27777777778,8962.48348773844,,bin2
29,,2920160,Marion C. Early R-V School District,00,KG,12,G5420,,E,285873621,1988998,+37.4793132,-093.4474672,,20160,2920160,MARION C EARLY SCHOOL DIST R5,MO,MORRISVILLE,629,8023.84737678855,8888.89128382362,,bin2
29,,2928860,Springfield R-XII School District,00,PK,12,G5420,,E,353705192,3721166,+37.2086413,-093.2725847,,28860,2928860,SPRINGFIELD SCH DIST R-12,MO,SPRINGFIELD,25545,8358.26972010178,9259.36740494129,,bin2
29,,2925350,Pleasant Hope R-VI School District,00,KG,12,G5420,,E,230514621,961308,+37.4615894,-093.2783088,,25350,2925350,PLEASANT HOPE SCH DIST 6,MO,PLEASANT HOPE,931,7906.55209452202,8758.9505006541,,bin2
29,,2905580,Boonville R-I School District,00,PK,12,G5420,,E,322944823,7269946,+38.9228934,-092.7138917,,05580,2905580,BOONVILLE SCH DIST R-1,MO,BOONVILLE,1530,8603.26797385621,9924.09212593193,,bin2
29,,2923310,Otterville R-VI School District,00,KG,12,G5420,,E,213740897,107496,+38.6973462,-092.9549504,,23310,2923310,OTTERVILLE SCH DIST R 6,MO,OTTERVILLE,233,10467.8111587983,12074.8909149937,,bin3
29,,2930330,Tipton R-VI School District,00,KG,12,G5420,,E,320189740,534016,+38.6444455,-092.8156777,,30330,2930330,TIPTON R-VI SCHOOL DISTRICT,MO,TIPTON,585,7967.52136752137,9190.74197234052,,bin2
29,,2925170,Pilot Grove C-4 School District,00,KG,12,G5420,,E,289780315,844861,+38.8527866,-092.9579974,,25170,2925170,PILOT GROVE SCHOOL DISTRICT C-4,MO,PILOT GROVE,290,8903.44827586207,10270.3578682695,,bin2
29,,2914840,Houston R-I School District,00,PK,12,G5420,,E,514468433,1370602,+37.3116066,-092.0168452,,14840,2914840,HOUSTON SCH DIST R 1,MO,HOUSTON,973,9366.90647482014,11880.1410172927,,bin3
29,,2921510,Mountain Grove R-III School District,00,PK,12,G5420,,E,694940283,667395,+37.1420783,-092.2986022,,21510,2921510,MOUNTAIN GROVE SCH DIST R-3,MO,MOUNTAIN GROVE,1553,7452.02833226014,9451.48194765243,,bin2
29,,2911990,Fayette R-III School District,00,PK,12,G5420,,E,507994374,4393435,+39.1600521,-092.6381266,,11990,2911990,FAYETTE SCH DIST R 3,MO,FAYETTE,649,8907.5500770416,9452.85129780513,,bin2
29,,2927520,Salisbury R-IV School District,00,KG,12,G5420,,E,738084195,13213088,+39.4823044,-092.7663277,,27520,2927520,SALISBURY SCH DIST R 4,MO,SALISBURY,431,10979.1183294664,13583.5413039838,,bin4
29,,2921940,New Franklin R-I School District,00,PK,12,G5420,,E,280623521,8274521,+39.0239116,-092.7345961,,21940,2921940,NEW FRANKLIN SCH DIST R-1,MO,NEW FRANKLIN,475,7187.36842105263,7627.36378904712,,bin1
29,,2918220,Lawson R-XIV School District,00,PK,12,G5420,,E,250372242,648948,+39.4435970,-094.1706120,,18220,2918220,LAWSON SCH DIST R-14,MO,LAWSON,1217,8389.48233360723,7854.71258564957,,bin2
29,,2925230,Platte County R-III School District,00,PK,12,G5420,,E,255729312,1865520,+39.3111220,-094.7251695,,25230,2925230,PLATTE CO SCH DIST R-3,MO,PLATTE CITY,3773,9110.25708984893,8529.54308461743,,bin2
29,,2918540,Liberty 53 School District,00,PK,12,G5420,,E,212683192,1378787,+39.2551406,-094.3973310,,18540,2918540,LIBERTY SCH DIST 53,MO,LIBERTY,11549,9535.5442029613,8927.72117321017,,bin2
29,,2925290,Clinton County R-III School District,00,KG,12,G5420,,E,372293792,11789886,+39.5616857,-094.4650632,,25290,2925290,CLINTON CO DIST R 3,MO,PLATTSBURG,739,9158.32205683356,8574.54425228074,,bin2
29,,2922800,North Kansas City 74 School District,00,PK,12,G5420,,E,221791001,4617737,+39.2102953,-094.5247343,,22800,2922800,NORTH KANSAS CITY SCHOOL DIST 74,MO,KANSAS CITY,19443,9831.19888906033,9204.52997875536,,bin2
29,,2903060,Alton R-IV School District,00,PK,12,G5420,,E,1274430874,3173483,+36.7420566,-091.3960160,,03060,2903060,ALTON SCH DIST R 4,MO,ALTON,726,8852.61707988981,11227.8626421542,,bin3
29,,2930270,Thayer R-II School District,00,PK,12,G5420,,E,199485974,58853,+36.5574052,-091.4864024,,30270,2930270,THAYER SCH DIST R2,MO,THAYER,679,7172.31222385862,9096.71521420084,,bin2
29,,2919890,Malden R-I School District,00,PK,12,G5420,,E,107715842,233799,+36.5765369,-090.0204497,,19890,2919890,MALDEN SCH DIST R 1,MO,MALDEN,1112,8609.71223021583,9855.05308736285,,bin2
29,,2905730,Delta C-7 School District,00,KG,12,G5420,,E,227689061,2748355,+36.1847578,-089.9011998,,05730,2905730,DELTA SCHOOL DISTRICT C-7,MO,DEERING,215,9967.44186046512,11409.1697902921,,bin3
29,,2907050,Campbell R-II School District,00,KG,12,G5420,,E,254675467,2688302,+36.5191812,-090.1119279,,07050,2907050,CAMPBELL SCH DIST R 2,MO,CAMPBELL,644,7021.73913043478,8037.38964157146,,bin2
29,,2914460,Holcomb R-III School District,00,PK,12,G5420,,E,177131226,870801,+36.3443130,-090.0155040,,14460,2914460,HOLCOMB SCH DIST R 3,MO,HOLCOMB,594,7353.53535353535,8417.17810666871,,bin2
29,,2909120,Clarkton C-4 School District,00,PK,12,G5420,,E,82154469,13887,+36.4535366,-089.9878764,,09120,2909120,CLARKTON SCH DIST 4C,MO,CLARKTON,344,9488.37209302326,10860.8055866523,,bin2
29,,2910440,Dadeville R-II School District,00,KG,12,G5420,,E,179437607,8703068,+37.4897917,-093.6580201,,10440,2910440,DADEVILLE SCH DIST 2,MO,DADEVILLE,149,10496.644295302,12557.1088336901,,bin4
29,,2919140,Lockwood R-I School District,00,KG,12,G5420,,E,505916042,1508852,+37.4214217,-093.9915749,,19140,2919140,LOCKWOOD SCH DIST 1,MO,LOCKWOOD,337,9875.3709198813,11813.8810771657,,bin3
29,,2913320,Greenfield R-IV School District,00,KG,12,G5420,,E,404187379,29741085,+37.4562701,-093.8290810,,13320,2913320,GREENFIELD SCH DIST 4,MO,GREENFIELD,465,8365.59139784946,10007.7356806302,,bin2
29,,2926790,Rock Port R-II School District,00,KG,12,G5420,,E,564620091,7092526,+40.4424621,-095.5734229,,26790,2926790,ROCK PORT SCH DIST R2,MO,ROCK PORT,338,11014.7928994083,13252.2838947577,,bin4
29,,2903120,Appleton City R-II School District,00,KG,12,G5420,,E,473602198,13100072,+38.0951221,-093.9587889,,03120,2903120,APPLETON CITY SCH DIST R2,MO,APPLETON CITY,290,10903.4482758621,14010.643689176,,bin4
29,,2900003,Portageville School District,00,PK,12,G5420,,E,251504874,15789808,+36.4319856,-089.6683217,,00003,2900003,PORTAGEVILLE SCHOOL DIST,MO,PORTAGEVILLE,771,7674.44876783398,8784.50963294906,,bin2
29,,2928260,Sikeston R-VI School District,00,PK,12,G5420,,E,173903019,505097,+36.8810932,-089.6209639,,28260,2928260,SIKESTON SCH DIST R 6,MO,SIKESTON,3567,7750.49060835436,8871.55044861757,,bin2
29,,2926610,Risco R-II School District,00,KG,12,G5420,,E,197417856,851333,+36.5462114,-089.8376219,,26610,2926610,RISCO SCH DIST R 2,MO,RISCO,169,12017.7514792899,13756.043831928,,bin4
29,,2909780,Clever R-V School District,00,PK,12,G5420,,E,165726076,469098,+37.0134722,-093.4389213,,09780,2909780,CLEVER SCH DIST R 5,MO,CLEVER,1173,6794.54390451833,7527.05768870228,,bin1
