year,state,job,id
1989,Wisconsin,"Truck, delivery, and tractor drivers",55
1990,Wisconsin,"Truck, delivery, and tractor drivers",55
1991,Wisconsin,"Truck, delivery, and tractor drivers",55
1992,Wisconsin,Assemblers of electrical equipment,55
1993,Wisconsin,Assemblers of electrical equipment,55
1994,Wisconsin,"Truck, delivery, and tractor drivers",55
1995,Wisconsin,"Truck, delivery, and tractor drivers",55
1996,Wisconsin,"Truck, delivery, and tractor drivers",55
1997,Wisconsin,"Truck, delivery, and tractor drivers",55
1998,Wisconsin,"Truck, delivery, and tractor drivers",55
1999,Wisconsin,Assemblers of electrical equipment,55
2000,Wisconsin,"Truck, delivery, and tractor drivers",55
2001,Wisconsin,"Truck, delivery, and tractor drivers",55
2002,Wisconsin,"Truck, delivery, and tractor drivers",55
2003,Wisconsin,"Truck, delivery, and tractor drivers",55
2004,Wisconsin,"Truck, delivery, and tractor drivers",55
2005,Wisconsin,"Truck, delivery, and tractor drivers",55
2006,Wisconsin,"Truck, delivery, and tractor drivers",55
2007,Wisconsin,"Truck, delivery, and tractor drivers",55
2008,Wisconsin,"Truck, delivery, and tractor drivers",55
2009,Wisconsin,"Truck, delivery, and tractor drivers",55
2010,Wisconsin,"Truck, delivery, and tractor drivers",55
2011,Wisconsin,"Truck, delivery, and tractor drivers",55
2012,Wisconsin,"Truck, delivery, and tractor drivers",55
2013,Wisconsin,"Truck, delivery, and tractor drivers",55
2014,Wisconsin,"Truck, delivery, and tractor drivers",55
1978,Wyoming,Farm workers,56
1979,Wyoming,Miners,56
1980,Wyoming,Miners,56
1981,Wyoming,Secretaries,56
1982,Wyoming,"Truck, delivery, and tractor drivers",56
1983,Wyoming,Secretaries,56
1984,Wyoming,Secretaries,56
1985,Wyoming,Secretaries,56
1986,Wyoming,Secretaries,56
1987,Wyoming,Secretaries,56
1988,Wyoming,Secretaries,56
1989,Wyoming,"Truck, delivery, and tractor drivers",56
1990,Wyoming,"Truck, delivery, and tractor drivers",56
1991,Wyoming,"Truck, delivery, and tractor drivers",56
1992,Wyoming,Secretaries,56
1993,Wyoming,Farmers (owners and tenants),56
1994,Wyoming,Farmers (owners and tenants),56
1995,Wyoming,Farmers (owners and tenants),56
1996,Wyoming,Farmers (owners and tenants),56
1997,Wyoming,"Truck, delivery, and tractor drivers",56
1998,Wyoming,"Truck, delivery, and tractor drivers",56
1999,Wyoming,"Truck, delivery, and tractor drivers",56
2000,Wyoming,"Truck, delivery, and tractor drivers",56
2001,Wyoming,"Truck, delivery, and tractor drivers",56
2002,Wyoming,"Truck, delivery, and tractor drivers",56
2003,Wyoming,"Truck, delivery, and tractor drivers",56
2004,Wyoming,"Truck, delivery, and tractor drivers",56
2005,Wyoming,"Truck, delivery, and tractor drivers",56
2006,Wyoming,"Truck, delivery, and tractor drivers",56
2007,Wyoming,"Truck, delivery, and tractor drivers",56
2008,Wyoming,Farmers (owners and tenants),56
2009,Wyoming,Farmers (owners and tenants),56
2010,Wyoming,"Truck, delivery, and tractor drivers",56
2011,Wyoming,"Truck, delivery, and tractor drivers",56
2012,Wyoming,"Truck, delivery, and tractor drivers",56
2013,Wyoming,"Truck, delivery, and tractor drivers",56
2014,Wyoming,"Truck, delivery, and tractor drivers",56
