year,state,job,id
2014,Kansas,"Truck, delivery, and tractor drivers",20
1978,Kentucky,"Machine operators, n.e.c",21
1979,Kentucky,"Machine operators, n.e.c",21
1980,Kentucky,"Truck, delivery, and tractor drivers",21
1981,Kentucky,Farmers (owners and tenants),21
1982,Kentucky,"Machine operators, n.e.c",21
1983,Kentucky,Farmers (owners and tenants),21
1984,Kentucky,"Truck, delivery, and tractor drivers",21
1985,Kentucky,Farmers (owners and tenants),21
1986,Kentucky,Farmers (owners and tenants),21
1987,Kentucky,"Truck, delivery, and tractor drivers",21
1988,Kentucky,"Truck, delivery, and tractor drivers",21
1989,Kentucky,"Truck, delivery, and tractor drivers",21
1990,Kentucky,"Truck, delivery, and tractor drivers",21
1991,Kentucky,"Truck, delivery, and tractor drivers",21
1992,Kentucky,"Truck, delivery, and tractor drivers",21
1993,Kentucky,"Truck, delivery, and tractor drivers",21
1994,Kentucky,"Truck, delivery, and tractor drivers",21
1995,Kentucky,"Truck, delivery, and tractor drivers",21
1996,Kentucky,"Truck, delivery, and tractor drivers",21
1997,Kentucky,"Truck, delivery, and tractor drivers",21
1998,Kentucky,"Truck, delivery, and tractor drivers",21
1999,Kentucky,"Truck, delivery, and tractor drivers",21
2000,Kentucky,"Truck, delivery, and tractor drivers",21
2001,Kentucky,"Truck, delivery, and tractor drivers",21
2002,Kentucky,"Truck, delivery, and tractor drivers",21
2003,Kentucky,"Truck, delivery, and tractor drivers",21
2004,Kentucky,"Truck, delivery, and tractor drivers",21
2005,Kentucky,"Truck, delivery, and tractor drivers",21
2006,Kentucky,"Truck, delivery, and tractor drivers",21
2007,Kentucky,"Truck, delivery, and tractor drivers",21
2008,Kentucky,"Truck, delivery, and tractor drivers",21
2009,Kentucky,"Truck, delivery, and tractor drivers",21
2010,Kentucky,"Truck, delivery, and tractor drivers",21
2011,Kentucky,"Truck, delivery, and tractor drivers",21
2012,Kentucky,"Truck, delivery, and tractor drivers",21
2013,Kentucky,"Truck, delivery, and tractor drivers",21
2014,Kentucky,"Truck, delivery, and tractor drivers",21
1978,Louisiana,Secretaries,22
1979,Louisiana,Secretaries,22
1980,Louisiana,"Truck, delivery, and tractor drivers",22
1981,Louisiana,"Truck, delivery, and tractor drivers",22
1982,Louisiana,Secretaries,22
1983,Louisiana,Secretaries,22
1984,Louisiana,Secretaries,22
1985,Louisiana,Secretaries,22
1986,Louisiana,Secretaries,22
1987,Louisiana,"Truck, delivery, and tractor drivers",22
1988,Louisiana,Secretaries,22
1989,Louisiana,Secretaries,22
1990,Louisiana,"Truck, delivery, and tractor drivers",22
1991,Louisiana,"Truck, delivery, and tractor drivers",22
1992,Louisiana,"Truck, delivery, and tractor drivers",22
1993,Louisiana,"Truck, delivery, and tractor drivers",22
1994,Louisiana,"Truck, delivery, and tractor drivers",22
1995,Louisiana,"Truck, delivery, and tractor drivers",22
1996,Louisiana,Secretaries,22
1997,Louisiana,"Truck, delivery, and tractor drivers",22
1998,Louisiana,"Truck, delivery, and tractor drivers",22
1999,Louisiana,"Truck, delivery, and tractor drivers",22
2000,Louisiana,Secretaries,22
2001,Louisiana,"Truck, delivery, and tractor drivers",22
2002,Louisiana,"Truck, delivery, and tractor drivers",22
2003,Louisiana,"Truck, delivery, and tractor drivers",22
2004,Louisiana,"Truck, delivery, and tractor drivers",22
2005,Louisiana,"Truck, delivery, and tractor drivers",22
2006,Louisiana,"Truck, delivery, and tractor drivers",22
2007,Louisiana,"Truck, delivery, and tractor drivers",22
2008,Louisiana,"Truck, delivery, and tractor drivers",22
2009,Louisiana,"Truck, delivery, and tractor drivers",22
2010,Louisiana,"Truck, delivery, and tractor drivers",22
2011,Louisiana,Registered nurses,22
2012,Louisiana,"Truck, delivery, and tractor drivers",22
2013,Louisiana,"Truck, delivery, and tractor drivers",22
2014,Louisiana,"Truck, delivery, and tractor drivers",22
1978,Maine,Secretaries,23
1979,Maine,"Machine operators, n.e.c",23
1980,Maine,"Machine operators, n.e.c",23
1981,Maine,"Machine operators, n.e.c",23
1982,Maine,"Machine operators, n.e.c",23
1983,Maine,"Machine operators, n.e.c",23
1984,Maine,Shoemaking machine operators,23
1985,Maine,Secretaries,23
1986,Maine,Secretaries,23
1987,Maine,Secretaries,23
1988,Maine,Carpenters,23
1989,Maine,"Truck, delivery, and tractor drivers",23
1990,Maine,Secretaries,23
1991,Maine,Secretaries,23
1992,Maine,Secretaries,23
1993,Maine,Secretaries,23
1994,Maine,Secretaries,23
1995,Maine,"Truck, delivery, and tractor drivers",23
1996,Maine,"Truck, delivery, and tractor drivers",23
1997,Maine,"Truck, delivery, and tractor drivers",23
1998,Maine,"Truck, delivery, and tractor drivers",23
1999,Maine,"Truck, delivery, and tractor drivers",23
2000,Maine,"Truck, delivery, and tractor drivers",23
2001,Maine,"Truck, delivery, and tractor drivers",23
2002,Maine,"Truck, delivery, and tractor drivers",23
2003,Maine,"Truck, delivery, and tractor drivers",23
2004,Maine,"Truck, delivery, and tractor drivers",23
2005,Maine,"Truck, delivery, and tractor drivers",23
2006,Maine,"Nursing aides, orderlies, and attendants",23
2007,Maine,"Truck, delivery, and tractor drivers",23
2008,Maine,"Truck, delivery, and tractor drivers",23
2009,Maine,"Truck, delivery, and tractor drivers",23
2010,Maine,"Truck, delivery, and tractor drivers",23
2011,Maine,"Truck, delivery, and tractor drivers",23
2012,Maine,"Truck, delivery, and tractor drivers",23
2013,Maine,"Truck, delivery, and tractor drivers",23
2014,Maine,"Truck, delivery, and tractor drivers",23
1978,Maryland,Secretaries,24
1979,Maryland,Secretaries,24
1980,Maryland,Secretaries,24
1981,Maryland,Secretaries,24
1982,Maryland,Secretaries,24
1983,Maryland,Secretaries,24
1984,Maryland,Secretaries,24
1985,Maryland,Secretaries,24
1986,Maryland,Secretaries,24
1987,Maryland,Secretaries,24
1988,Maryland,Secretaries,24
1989,Maryland,Secretaries,24
1990,Maryland,Secretaries,24
1991,Maryland,Secretaries,24
1992,Maryland,Secretaries,24
1993,Maryland,Secretaries,24
1994,Maryland,Secretaries,24
1995,Maryland,Secretaries,24
1996,Maryland,Secretaries,24
1997,Maryland,Secretaries,24
1998,Maryland,Secretaries,24
1999,Maryland,"Truck, delivery, and tractor drivers",24
2000,Maryland,"Truck, delivery, and tractor drivers",24
2001,Maryland,"Truck, delivery, and tractor drivers",24
2002,Maryland,Computer systems analysts and computer scientists,24
2003,Maryland,"Truck, delivery, and tractor drivers",24
2004,Maryland,Secretaries,24
2005,Maryland,Secretaries,24
2006,Maryland,Computer systems analysts and computer scientists,24
2007,Maryland,Secretaries,24
2008,Maryland,Secretaries,24
2009,Maryland,Computer systems analysts and computer scientists,24
2010,Maryland,Computer systems analysts and computer scientists,24
2011,Maryland,Computer systems analysts and computer scientists,24
2012,Maryland,Computer systems analysts and computer scientists,24
2013,Maryland,Computer systems analysts and computer scientists,24
2014,Maryland,Secretaries,24
1978,Massachusetts,"Machine operators, n.e.c",25
1979,Massachusetts,"Machine operators, n.e.c",25
1980,Massachusetts,"Machine operators, n.e.c",25
1981,Massachusetts,"Machine operators, n.e.c",25
1982,Massachusetts,Secretaries,25
1983,Massachusetts,Secretaries,25
1984,Massachusetts,Secretaries,25
1985,Massachusetts,Secretaries,25
1986,Massachusetts,Secretaries,25
1987,Massachusetts,Secretaries,25
1988,Massachusetts,Secretaries,25
1989,Massachusetts,Secretaries,25
1990,Massachusetts,Secretaries,25
1991,Massachusetts,Secretaries,25
1992,Massachusetts,Secretaries,25
1993,Massachusetts,Secretaries,25
1994,Massachusetts,Secretaries,25
1995,Massachusetts,Secretaries,25
1996,Massachusetts,Secretaries,25
1997,Massachusetts,"Truck, delivery, and tractor drivers",25
1998,Massachusetts,Accountants and auditors,25
1999,Massachusetts,"Truck, delivery, and tractor drivers",25
2000,Massachusetts,"Truck, delivery, and tractor drivers",25
2001,Massachusetts,Computer systems analysts and computer scientists,25
2002,Massachusetts,Computer systems analysts and computer scientists,25
2003,Massachusetts,"Cooks, variously defined",25
2004,Massachusetts,Secretaries,25
2005,Massachusetts,Secretaries,25
2006,Massachusetts,Secretaries,25
2007,Massachusetts,Secretaries,25
2008,Massachusetts,Computer systems analysts and computer scientists,25
2009,Massachusetts,Secretaries,25
2010,Massachusetts,Secretaries,25
2011,Massachusetts,Computer software developers,25
2012,Massachusetts,Computer software developers,25
2013,Massachusetts,Computer software developers,25
2014,Massachusetts,Primary school teachers,25
1978,Michigan,"Machine operators, n.e.c",26
1979,Michigan,"Machine operators, n.e.c",26
1980,Michigan,"Machine operators, n.e.c",26
1981,Michigan,"Machine operators, n.e.c",26
1982,Michigan,"Machine operators, n.e.c",26
1983,Michigan,"Machine operators, n.e.c",26
1984,Michigan,Secretaries,26
1985,Michigan,Secretaries,26
1986,Michigan,Secretaries,26
1987,Michigan,Secretaries,26
1988,Michigan,Secretaries,26
1989,Michigan,Secretaries,26
1990,Michigan,"Truck, delivery, and tractor drivers",26
1991,Michigan,"Truck, delivery, and tractor drivers",26
1992,Michigan,"Truck, delivery, and tractor drivers",26
1993,Michigan,Secretaries,26
1994,Michigan,Assemblers of electrical equipment,26
1995,Michigan,"Truck, delivery, and tractor drivers",26
1996,Michigan,Assemblers of electrical equipment,26
1997,Michigan,Assemblers of electrical equipment,26
1998,Michigan,Assemblers of electrical equipment,26
1999,Michigan,Assemblers of electrical equipment,26
2000,Michigan,Assemblers of electrical equipment,26
2001,Michigan,Assemblers of electrical equipment,26
2002,Michigan,Assemblers of electrical equipment,26
2003,Michigan,"Truck, delivery, and tractor drivers",26
2004,Michigan,"Truck, delivery, and tractor drivers",26
2005,Michigan,"Truck, delivery, and tractor drivers",26
2006,Michigan,"Truck, delivery, and tractor drivers",26
2007,Michigan,"Truck, delivery, and tractor drivers",26
2008,Michigan,"Truck, delivery, and tractor drivers",26
2009,Michigan,"Truck, delivery, and tractor drivers",26
2010,Michigan,"Truck, delivery, and tractor drivers",26
2011,Michigan,"Truck, delivery, and tractor drivers",26
2012,Michigan,"Truck, delivery, and tractor drivers",26
2013,Michigan,Assemblers of electrical equipment,26
2014,Michigan,"Truck, delivery, and tractor drivers",26
1978,Minnesota,"Truck, delivery, and tractor drivers",27
1979,Minnesota,"Truck, delivery, and tractor drivers",27
1980,Minnesota,"Truck, delivery, and tractor drivers",27
1981,Minnesota,Farmers (owners and tenants),27
1982,Minnesota,Secretaries,27
1983,Minnesota,Farmers (owners and tenants),27
1984,Minnesota,Farmers (owners and tenants),27
1985,Minnesota,Secretaries,27
1986,Minnesota,Farmers (owners and tenants),27
1987,Minnesota,Farmers (owners and tenants),27
1988,Minnesota,Farmers (owners and tenants),27
1989,Minnesota,Farmers (owners and tenants),27
1990,Minnesota,Farmers (owners and tenants),27
1991,Minnesota,Farmers (owners and tenants),27
1992,Minnesota,Secretaries,27
1993,Minnesota,Secretaries,27
1994,Minnesota,Farmers (owners and tenants),27
1995,Minnesota,Farmers (owners and tenants),27
1996,Minnesota,Farmers (owners and tenants),27
1997,Minnesota,"Truck, delivery, and tractor drivers",27
1998,Minnesota,"Truck, delivery, and tractor drivers",27
1999,Minnesota,"Truck, delivery, and tractor drivers",27
2000,Minnesota,"Truck, delivery, and tractor drivers",27
2001,Minnesota,"Truck, delivery, and tractor drivers",27
2002,Minnesota,"Truck, delivery, and tractor drivers",27
2003,Minnesota,"Truck, delivery, and tractor drivers",27
2004,Minnesota,"Truck, delivery, and tractor drivers",27
2005,Minnesota,"Truck, delivery, and tractor drivers",27
2006,Minnesota,"Truck, delivery, and tractor drivers",27
2007,Minnesota,"Truck, delivery, and tractor drivers",27
2008,Minnesota,"Truck, delivery, and tractor drivers",27
2009,Minnesota,"Truck, delivery, and tractor drivers",27
2010,Minnesota,"Truck, delivery, and tractor drivers",27
2011,Minnesota,"Truck, delivery, and tractor drivers",27
2012,Minnesota,"Truck, delivery, and tractor drivers",27
2013,Minnesota,"Truck, delivery, and tractor drivers",27
2014,Minnesota,"Truck, delivery, and tractor drivers",27
1978,Mississippi,"Truck, delivery, and tractor drivers",28
1979,Mississippi,"Truck, delivery, and tractor drivers",28
1980,Mississippi,"Truck, delivery, and tractor drivers",28
1981,Mississippi,"Truck, delivery, and tractor drivers",28
1982,Mississippi,"Truck, delivery, and tractor drivers",28
1983,Mississippi,"Truck, delivery, and tractor drivers",28
1984,Mississippi,"Truck, delivery, and tractor drivers",28
1985,Mississippi,"Truck, delivery, and tractor drivers",28
1986,Mississippi,"Truck, delivery, and tractor drivers",28
1987,Mississippi,"Truck, delivery, and tractor drivers",28
1988,Mississippi,"Truck, delivery, and tractor drivers",28
1989,Mississippi,"Truck, delivery, and tractor drivers",28
1990,Mississippi,"Truck, delivery, and tractor drivers",28
1991,Mississippi,"Truck, delivery, and tractor drivers",28
1992,Mississippi,"Truck, delivery, and tractor drivers",28
1993,Mississippi,"Truck, delivery, and tractor drivers",28
1994,Mississippi,"Truck, delivery, and tractor drivers",28
1995,Mississippi,"Truck, delivery, and tractor drivers",28
1996,Mississippi,"Truck, delivery, and tractor drivers",28
1997,Mississippi,"Truck, delivery, and tractor drivers",28
1998,Mississippi,"Truck, delivery, and tractor drivers",28
1999,Mississippi,"Truck, delivery, and tractor drivers",28
2000,Mississippi,"Truck, delivery, and tractor drivers",28
2001,Mississippi,"Truck, delivery, and tractor drivers",28
2002,Mississippi,"Truck, delivery, and tractor drivers",28
2003,Mississippi,"Truck, delivery, and tractor drivers",28
2004,Mississippi,"Truck, delivery, and tractor drivers",28
2005,Mississippi,"Truck, delivery, and tractor drivers",28
2006,Mississippi,"Truck, delivery, and tractor drivers",28
2007,Mississippi,Secretaries,28
2008,Mississippi,"Truck, delivery, and tractor drivers",28
2009,Mississippi,"Truck, delivery, and tractor drivers",28
2010,Mississippi,"Truck, delivery, and tractor drivers",28
2011,Mississippi,"Truck, delivery, and tractor drivers",28
2012,Mississippi,"Truck, delivery, and tractor drivers",28
2013,Mississippi,"Truck, delivery, and tractor drivers",28
2014,Mississippi,"Truck, delivery, and tractor drivers",28
1978,Missouri,Secretaries,29
1979,Missouri,Secretaries,29
1980,Missouri,Secretaries,29
1981,Missouri,"Truck, delivery, and tractor drivers",29
1982,Missouri,"Truck, delivery, and tractor drivers",29
1983,Missouri,"Truck, delivery, and tractor drivers",29
1984,Missouri,Secretaries,29
1985,Missouri,Secretaries,29
1986,Missouri,Secretaries,29
1987,Missouri,"Truck, delivery, and tractor drivers",29
1988,Missouri,Secretaries,29
1989,Missouri,Secretaries,29
1990,Missouri,"Truck, delivery, and tractor drivers",29
1991,Missouri,Secretaries,29
1992,Missouri,"Truck, delivery, and tractor drivers",29
1993,Missouri,"Truck, delivery, and tractor drivers",29
1994,Missouri,"Truck, delivery, and tractor drivers",29
1995,Missouri,"Truck, delivery, and tractor drivers",29
1996,Missouri,"Truck, delivery, and tractor drivers",29
1997,Missouri,"Truck, delivery, and tractor drivers",29
1998,Missouri,Secretaries,29
1999,Missouri,"Truck, delivery, and tractor drivers",29
2000,Missouri,"Truck, delivery, and tractor drivers",29
2001,Missouri,"Truck, delivery, and tractor drivers",29
2002,Missouri,"Truck, delivery, and tractor drivers",29
2003,Missouri,"Truck, delivery, and tractor drivers",29
2004,Missouri,"Truck, delivery, and tractor drivers",29
2005,Missouri,"Truck, delivery, and tractor drivers",29
2006,Missouri,"Truck, delivery, and tractor drivers",29
2007,Missouri,"Truck, delivery, and tractor drivers",29
2008,Missouri,"Truck, delivery, and tractor drivers",29
2009,Missouri,"Truck, delivery, and tractor drivers",29
2010,Missouri,"Truck, delivery, and tractor drivers",29
2011,Missouri,Secretaries,29
2012,Missouri,"Truck, delivery, and tractor drivers",29
2013,Missouri,"Truck, delivery, and tractor drivers",29
2014,Missouri,"Truck, delivery, and tractor drivers",29
1978,Montana,Farmers (owners and tenants),30
1979,Montana,Farmers (owners and tenants),30
1980,Montana,Farmers (owners and tenants),30
1981,Montana,Farmers (owners and tenants),30
1982,Montana,Farmers (owners and tenants),30
1983,Montana,Farmers (owners and tenants),30
1984,Montana,Farmers (owners and tenants),30
1985,Montana,Farmers (owners and tenants),30
1986,Montana,Farmers (owners and tenants),30
1987,Montana,Farmers (owners and tenants),30
1988,Montana,Farmers (owners and tenants),30
1989,Montana,Farmers (owners and tenants),30
1990,Montana,Farmers (owners and tenants),30
1991,Montana,Farmers (owners and tenants),30
1992,Montana,Farmers (owners and tenants),30
1993,Montana,Farmers (owners and tenants),30
1994,Montana,Farmers (owners and tenants),30
1995,Montana,Farmers (owners and tenants),30
1996,Montana,Farmers (owners and tenants),30
1997,Montana,Farmers (owners and tenants),30
1998,Montana,Farmers (owners and tenants),30
1999,Montana,Farmers (owners and tenants),30
2000,Montana,Farmers (owners and tenants),30
2001,Montana,"Truck, delivery, and tractor drivers",30
2002,Montana,"Truck, delivery, and tractor drivers",30
2003,Montana,"Truck, delivery, and tractor drivers",30
2004,Montana,"Truck, delivery, and tractor drivers",30
2005,Montana,"Cooks, variously defined",30
2006,Montana,"Truck, delivery, and tractor drivers",30
2007,Montana,"Truck, delivery, and tractor drivers",30
2008,Montana,Farmers (owners and tenants),30
2009,Montana,Farmers (owners and tenants),30
2010,Montana,Farmers (owners and tenants),30
2011,Montana,Retail sales clerks,30
2012,Montana,"Farm managers, except for horticultural farms",30
2013,Montana,"Truck, delivery, and tractor drivers",30
2014,Montana,"Truck, delivery, and tractor drivers",30
1978,Nebraska,Farmers (owners and tenants),31
1979,Nebraska,Farmers (owners and tenants),31
1980,Nebraska,Farmers (owners and tenants),31
1981,Nebraska,Farmers (owners and tenants),31
1982,Nebraska,Farmers (owners and tenants),31
1983,Nebraska,Farmers (owners and tenants),31
1984,Nebraska,Farmers (owners and tenants),31
1985,Nebraska,Farmers (owners and tenants),31
1986,Nebraska,Farmers (owners and tenants),31
1987,Nebraska,Farmers (owners and tenants),31
1988,Nebraska,Farmers (owners and tenants),31
1989,Nebraska,Farmers (owners and tenants),31
1990,Nebraska,Farmers (owners and tenants),31
1991,Nebraska,Farmers (owners and tenants),31
1992,Nebraska,Farmers (owners and tenants),31
1993,Nebraska,Farmers (owners and tenants),31
1994,Nebraska,Farmers (owners and tenants),31
1995,Nebraska,Farmers (owners and tenants),31
1996,Nebraska,Farmers (owners and tenants),31
1997,Nebraska,Farmers (owners and tenants),31
1998,Nebraska,Farmers (owners and tenants),31
1999,Nebraska,Farmers (owners and tenants),31
2000,Nebraska,Farmers (owners and tenants),31
2001,Nebraska,Farmers (owners and tenants),31
2002,Nebraska,Farmers (owners and tenants),31
2003,Nebraska,"Truck, delivery, and tractor drivers",31
2004,Nebraska,"Truck, delivery, and tractor drivers",31
2005,Nebraska,"Truck, delivery, and tractor drivers",31
2006,Nebraska,"Truck, delivery, and tractor drivers",31
2007,Nebraska,"Truck, delivery, and tractor drivers",31
2008,Nebraska,"Truck, delivery, and tractor drivers",31
2009,Nebraska,"Truck, delivery, and tractor drivers",31
2010,Nebraska,"Truck, delivery, and tractor drivers",31
2011,Nebraska,Primary school teachers,31
2012,Nebraska,"Farm managers, except for horticultural farms",31
2013,Nebraska,"Farm managers, except for horticultural farms",31
2014,Nebraska,"Truck, delivery, and tractor drivers",31
1978,Nevada,Recreation facility attendants,32
1979,Nevada,Recreation facility attendants,32
1980,Nevada,Recreation facility attendants,32
1981,Nevada,Recreation facility attendants,32
1982,Nevada,Recreation facility attendants,32
1983,Nevada,Recreation facility attendants,32
1984,Nevada,Recreation facility attendants,32
1985,Nevada,Recreation facility attendants,32
1986,Nevada,Recreation facility attendants,32
1987,Nevada,Recreation facility attendants,32
1988,Nevada,Recreation facility attendants,32
1989,Nevada,Recreation facility attendants,32
1990,Nevada,Recreation facility attendants,32
1991,Nevada,Recreation facility attendants,32
1992,Nevada,Recreation facility attendants,32
1993,Nevada,Recreation facility attendants,32
1994,Nevada,Recreation facility attendants,32
1995,Nevada,Recreation facility attendants,32
1996,Nevada,Recreation facility attendants,32
1997,Nevada,Cashiers,32
1998,Nevada,Cashiers,32
1999,Nevada,"Cooks, variously defined",32
2000,Nevada,"Cooks, variously defined",32
2001,Nevada,Recreation facility attendants,32
2002,Nevada,Recreation facility attendants,32
2003,Nevada,"Truck, delivery, and tractor drivers",32
2004,Nevada,"Cooks, variously defined",32
2005,Nevada,"Cooks, variously defined",32
2006,Nevada,"Cooks, variously defined",32
2007,Nevada,"Cooks, variously defined",32
2008,Nevada,"Cooks, variously defined",32
2009,Nevada,"Cooks, variously defined",32
2010,Nevada,"Cooks, variously defined",32
2011,Nevada,"Cooks, variously defined",32
2012,Nevada,Cashiers,32
2013,Nevada,Retail sales clerks,32
2014,Nevada,Retail sales clerks,32
1978,New Hampshire,"Machine operators, n.e.c",33
1979,New Hampshire,"Machine operators, n.e.c",33
1980,New Hampshire,"Machine operators, n.e.c",33
1981,New Hampshire,"Machine operators, n.e.c",33
1982,New Hampshire,"Machine operators, n.e.c",33
1983,New Hampshire,Secretaries,33
1984,New Hampshire,Secretaries,33
1985,New Hampshire,Assemblers of electrical equipment,33
1986,New Hampshire,Assemblers of electrical equipment,33
1987,New Hampshire,Assemblers of electrical equipment,33
1988,New Hampshire,Carpenters,33
1989,New Hampshire,Carpenters,33
1990,New Hampshire,Carpenters,33
1991,New Hampshire,Secretaries,33
1992,New Hampshire,Secretaries,33
1993,New Hampshire,"Truck, delivery, and tractor drivers",33
1994,New Hampshire,"Truck, delivery, and tractor drivers",33
1995,New Hampshire,"Truck, delivery, and tractor drivers",33
1996,New Hampshire,Primary school teachers,33
1997,New Hampshire,"Machine operators, n.e.c",33
1998,New Hampshire,Assemblers of electrical equipment,33
1999,New Hampshire,"Truck, delivery, and tractor drivers",33
2000,New Hampshire,"Truck, delivery, and tractor drivers",33
2001,New Hampshire,Computer systems analysts and computer scientists,33
2002,New Hampshire,Computer systems analysts and computer scientists,33
2003,New Hampshire,"Truck, delivery, and tractor drivers",33
2004,New Hampshire,"Truck, delivery, and tractor drivers",33
2005,New Hampshire,"Truck, delivery, and tractor drivers",33
2006,New Hampshire,"Truck, delivery, and tractor drivers",33
2007,New Hampshire,"Truck, delivery, and tractor drivers",33
2008,New Hampshire,"Truck, delivery, and tractor drivers",33
2009,New Hampshire,"Truck, delivery, and tractor drivers",33
2010,New Hampshire,"Truck, delivery, and tractor drivers",33
2011,New Hampshire,Computer software developers,33
2012,New Hampshire,Registered nurses,33
2013,New Hampshire,Registered nurses,33
2014,New Hampshire,Secretaries,33
1978,New Jersey,"Machine operators, n.e.c",34
1979,New Jersey,Secretaries,34
1980,New Jersey,Secretaries,34
1981,New Jersey,Secretaries,34
1982,New Jersey,Secretaries,34
1983,New Jersey,Secretaries,34
1984,New Jersey,Secretaries,34
1985,New Jersey,Secretaries,34
1986,New Jersey,Secretaries,34
1987,New Jersey,Secretaries,34
1988,New Jersey,Secretaries,34
1989,New Jersey,Secretaries,34
1990,New Jersey,Secretaries,34
1991,New Jersey,Secretaries,34
1992,New Jersey,Secretaries,34
1993,New Jersey,Secretaries,34
1994,New Jersey,Secretaries,34
1995,New Jersey,Secretaries,34
1996,New Jersey,Secretaries,34
1997,New Jersey,Secretaries,34
1998,New Jersey,"Truck, delivery, and tractor drivers",34
1999,New Jersey,"Truck, delivery, and tractor drivers",34
2000,New Jersey,"Truck, delivery, and tractor drivers",34
2001,New Jersey,"Truck, delivery, and tractor drivers",34
2002,New Jersey,"Truck, delivery, and tractor drivers",34
2003,New Jersey,Secretaries,34
2004,New Jersey,Secretaries,34
2005,New Jersey,Secretaries,34
2006,New Jersey,"Truck, delivery, and tractor drivers",34
2007,New Jersey,"Truck, delivery, and tractor drivers",34
2008,New Jersey,Secretaries,34
2009,New Jersey,Secretaries,34
2010,New Jersey,Primary school teachers,34
2011,New Jersey,Primary school teachers,34
2012,New Jersey,Secretaries,34
2013,New Jersey,Secretaries,34
2014,New Jersey,Secretaries,34
1978,New Mexico,Secretaries,35
1979,New Mexico,Secretaries,35
1980,New Mexico,Secretaries,35
1981,New Mexico,Secretaries,35
1982,New Mexico,Secretaries,35
1983,New Mexico,Secretaries,35
1984,New Mexico,Secretaries,35
1985,New Mexico,Secretaries,35
1986,New Mexico,Secretaries,35
1987,New Mexico,Secretaries,35
1988,New Mexico,Secretaries,35
1989,New Mexico,Secretaries,35
1990,New Mexico,"Truck, delivery, and tractor drivers",35
1991,New Mexico,"Truck, delivery, and tractor drivers",35
1992,New Mexico,"Truck, delivery, and tractor drivers",35
1993,New Mexico,"Truck, delivery, and tractor drivers",35
1994,New Mexico,"Truck, delivery, and tractor drivers",35
1995,New Mexico,Secretaries,35
1996,New Mexico,Secretaries,35
1997,New Mexico,"Truck, delivery, and tractor drivers",35
1998,New Mexico,"Truck, delivery, and tractor drivers",35
1999,New Mexico,"Truck, delivery, and tractor drivers",35
2000,New Mexico,"Truck, delivery, and tractor drivers",35
2001,New Mexico,"Truck, delivery, and tractor drivers",35
2002,New Mexico,"Truck, delivery, and tractor drivers",35
2003,New Mexico,"Truck, delivery, and tractor drivers",35
2004,New Mexico,"Truck, delivery, and tractor drivers",35
2005,New Mexico,"Truck, delivery, and tractor drivers",35
2006,New Mexico,"Truck, delivery, and tractor drivers",35
2007,New Mexico,"Truck, delivery, and tractor drivers",35
2008,New Mexico,Secretaries,35
2009,New Mexico,Secretaries,35
2010,New Mexico,Secretaries,35
2011,New Mexico,Secretaries,35
2012,New Mexico,Primary school teachers,35
2013,New Mexico,Primary school teachers,35
2014,New Mexico,Secretaries,35
1978,New York,Secretaries,36
1979,New York,Secretaries,36
1980,New York,Secretaries,36
1981,New York,Secretaries,36
1982,New York,Secretaries,36
1983,New York,Secretaries,36
1984,New York,Secretaries,36
1985,New York,Secretaries,36
1986,New York,Secretaries,36
1987,New York,Secretaries,36
1988,New York,Secretaries,36
1989,New York,Secretaries,36
1990,New York,Secretaries,36
1991,New York,Secretaries,36
1992,New York,Secretaries,36
1993,New York,Secretaries,36
1994,New York,Secretaries,36
1995,New York,Secretaries,36
1996,New York,Secretaries,36
1997,New York,Secretaries,36
1998,New York,Secretaries,36
1999,New York,Secretaries,36
2000,New York,Secretaries,36
2001,New York,Secretaries,36
2002,New York,"Nursing aides, orderlies, and attendants",36
2003,New York,"Nursing aides, orderlies, and attendants",36
2004,New York,"Nursing aides, orderlies, and attendants",36
2005,New York,Secretaries,36
2006,New York,Secretaries,36
2007,New York,Secretaries,36
2008,New York,Primary school teachers,36
2009,New York,"Nursing aides, orderlies, and attendants",36
2010,New York,"Nursing aides, orderlies, and attendants",36
2011,New York,"Nursing aides, orderlies, and attendants",36
2012,New York,"Nursing aides, orderlies, and attendants",36
2013,New York,"Nursing aides, orderlies, and attendants",36
2014,New York,"Nursing aides, orderlies, and attendants",36
1978,North Carolina,"Truck, delivery, and tractor drivers",37
1979,North Carolina,"Truck, delivery, and tractor drivers",37
1980,North Carolina,"Machine operators, n.e.c",37
1981,North Carolina,"Machine operators, n.e.c",37
1982,North Carolina,"Machine operators, n.e.c",37
1983,North Carolina,"Truck, delivery, and tractor drivers",37
1984,North Carolina,Textile sewing machine operators,37
1985,North Carolina,Textile sewing machine operators,37
1986,North Carolina,"Truck, delivery, and tractor drivers",37
1987,North Carolina,"Truck, delivery, and tractor drivers",37
1988,North Carolina,"Truck, delivery, and tractor drivers",37
1989,North Carolina,"Truck, delivery, and tractor drivers",37
1990,North Carolina,"Truck, delivery, and tractor drivers",37
1991,North Carolina,"Truck, delivery, and tractor drivers",37
1992,North Carolina,"Truck, delivery, and tractor drivers",37
1993,North Carolina,"Truck, delivery, and tractor drivers",37
1994,North Carolina,"Truck, delivery, and tractor drivers",37
1995,North Carolina,"Truck, delivery, and tractor drivers",37
1996,North Carolina,"Truck, delivery, and tractor drivers",37
1997,North Carolina,"Truck, delivery, and tractor drivers",37
